"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"MaZa9997"	"Martyna"	"Zamacinski"	548	"548-149-93-45"	"zachodniopomorskie"	"30-532"	"Milejowice"	"Al. Hallera Jozefa (Generala Jozefa Hallera)"	76
"MaZj4770"	"Marta"	"Zjafka"	312	"312-748-48-67"	"lodzkie"	"64-117"	"Wroclaw"	"Os. Kalinowe"	145
"MeMu7565"	"Mechtylda"	"Mukucka"	437	"437-643-65-510"	"podkarpackie"	"55-120"	"Gliwice"	"ul. Akacjowa"	13
"MePi13668"	"Mecimir"	"Piszczalka"	717	"717-393-21-49"	"podlaskie"	"32-086"	"Krotoszyn"	"ul. 3 Maja"	14
"MePo13820"	"Melania"	"Polubok"	724	"724-431-12-37"	"dolnoslaskie"	"01-587"	"Studzienice"	"ul. Angielska Grobla"	43
"MePo4055"	"Metoda"	"Poczobut"	279	"279-241-24-80"	"lodzkie"	"15-288"	"Poznan"	"ul. Bartnicza"	59
"MeRa13737"	"Melania"	"Raniczek"	721	"721-255-98-27"	"lubelskie"	"66-441"	"Swory"	"ul. 8 Marca"	10
"Mesw383"	"Mechtylda"	"swiarowska"	116	"116-996-59-61"	"lubelskie"	"42-280"	"Bialystok"	"Os. Kwiatowe"	94
"MeZo4159"	"Melania"	"Zoralska"	284	"284-549-97-60"	"opolskie"	"50-329"	"Legnica"	"Pl. zwirki i Wigury"	123
"MiBa1683"	"Mira"	"Badolska"	175	"175-891-85-29"	"opolskie"	"30-499"	"Wronow"	"ul. Andersena Jana Christiana"	8
"MiCy5857"	"Miriam"	"Cymbalik"	359	"359-932-14-92"	"lubuskie"	"03-977"	"Kruszynki"	"ul. Akacjowa"	147
"MiDu16783"	"Miromir"	"Dudanowska"	854	"854-855-82-35"	"mazowieckie"	"20-097"	"Hukowicze"	"Al. Witosa Wincentego"	9
"MiFa9479"	"Michal"	"Farbsztein"	525	"525-873-17-12"	"slaskie"	"87-101"	"lobdowo"	"Al. Niepodleglosci"	118
"MiGa4218"	"Mirogniew"	"Garnusz"	287	"287-121-12-44"	"mazowieckie"	"99-307"	"Warszawa"	"Al. PCK"	10
"MiGo17597"	"Mironieg"	"Godziemba-Dambski"	891	"891-461-42-43"	"kujawsko-pomorskie"	"18-423"	"Wlodzislaw"	"ul. Argentyna"	19
"MiGo19030"	"Minodora"	"Gogalska"	956	"956-369-23-52"	"malopolskie"	"09-400"	"Radom"	"Pl. Wyszynskiego Stefana (Kardynala Stefana Wyszynskiego)"	129
"MiGr19603"	"Milena"	"Grzesto"	983	"983-252-28-77"	"lodzkie"	"62-620"	"Krakow"	"Rynek Glowny"	26
"MiGu14173"	"Mieszko"	"Guszek"	738	"738-677-49-49"	"wielkopolskie"	"19-420"	"Kmiczyn"	"Al. Wlokniarzy"	11
"MiHa3476"	"Mironiega"	"Haynrych"	254	"254-232-99-73"	"mazowieckie"	"09-402"	"Poznan"	"ul. Barbary"	110
"MiJe7676"	"Mieczyslawa"	"Jezaszek"	444	"444-239-19-10"	"lodzkie"	"20-323"	"Gdansk"	"ul. Aleja Roz"	118
"MiKo14398"	"Miloslawa"	"Kordulecka"	749	"749-637-77-58"	"slaskie"	"41-940"	"Wozniki"	"ul. Akademicka"	64
"MiKo669"	"Miromir"	"Konarczyk"	129	"129-442-97-36"	"slaskie"	"24-340"	"Samogoszcz"	"Pl. Przymierza"	117
"MiKo9829"	"Milogost"	"Kokec"	541	"541-535-15-74"	"wielkopolskie"	"07-410"	"Helenow"	"Al. Na Stadion"	54
"MiKr19963"	"Mieczyslawa"	"Kromiec"	998	"998-285-71-19"	"warminsko-mazurskie"	"06-300"	"Nysa"	"Al. Jana Pawla II"	12
"MiMa12134"	"Miron"	"Machanik"	645	"645-729-92-64"	"lodzkie"	"70-892"	"Barwice"	"Al. Wojska Polskiego"	147
"MiNi4239"	"Mironieg"	"Niebodajew"	287	"287-682-84-310"	"pomorskie"	"66-306"	"Nowy Dwor Mazowiecki"	"ul. Augustianska"	42
"MiNi5855"	"Miroslawa"	"Niewierz"	359	"359-875-26-23"	"dolnoslaskie"	"08-400"	"Krakow"	"Al. Palki Grzegorza"	108
"MiPa3313"	"Miranda"	"Pancarowicz"	245	"245-267-11-42"	"dolnoslaskie"	"99-140"	"lodz"	"ul. Antoniego Jozefa Madalinskiego"	94
"MiPe411"	"Miligost"	"Pelo"	118	"118-297-44-28"	"mazowieckie"	"41-303"	"Warszawa"	"ul. Baczynskiego Krzysztofa Kamila"	134
"MiSl8898"	"Mieszko"	"Slabik"	499	"499-942-54-51"	"mazowieckie"	"41-710"	"Wroblewo"	"Al. Solidarnosci"	72
"MiTe7680"	"Mieczyslaw"	"Tezcan"	444	"444-457-15-56"	"lodzkie"	"16-402"	"Warszawa"	"Pl. Pokoju"	116
"MiTo12284"	"Micheasz"	"Toczmanowicz"	652	"652-731-45-810"	"lodzkie"	"57-256"	"Koszalin"	"ul. Aleksandrowska"	128
"MiWa2128"	"Mila"	"Wachwicz"	194	"194-292-64-94"	"malopolskie"	"94-202"	"Rogozki"	"Al. Wedla Emila"	119
"MiWy16049"	"Milowit"	"Wyciszczak"	822	"822-152-26-75"	"slaskie"	"93-138"	"Debowo"	"Os. Sadkow"	149
"MiZd504"	"Mironieg"	"Zdradzisz"	122	"122-962-88-66"	"zachodniopomorskie"	"81-116"	"Wanikajmy"	"ul. Baczynskiego Krzysztofa Kamila"	36
"Molo10889"	"Morzyslaw"	"lodz"	589	"589-647-29-10"	"lodzkie"	"02-781"	"Rybnik"	"ul. 3 Maja"	155
"MoRu11737"	"Modesta"	"Rumanski"	626	"626-821-93-47"	"podlaskie"	"15-156"	"Katowice"	"Os. Kosmonautow"	34
"MoTe13555"	"Modesta"	"Tetslaff"	712	"712-163-67-75"	"slaskie"	"62-110"	"Wloclawek"	"Os. Konstytucji 3 Maja"	151
"MsBi2700"	"Mscigniew"	"Birant"	218	"218-814-71-41"	"swietokrzyskie"	"00-116"	"Krapkowice"	"ul. Bakonczycka"	35
"MsCy14780"	"Mscislaw"	"Cyganik"	766	"766-149-41-32"	"slaskie"	"83-220"	"Warszawa"	"ul. Augustianska"	123
"MsHe3287"	"Mscislawa"	"Heidyczek"	244	"244-145-73-85"	"lubelskie"	"43-251"	"Czekarzewice Pierwsze"	"ul. Asfaltowa"	74
"MsNi9653"	"Mscibor"	"Niemasik"	533	"533-547-53-40"	"warminsko-mazurskie"	"80-455"	"Bydgoszcz"	"ul. 3 Maja"	85
"MsPo16165"	"Msciwoj"	"Popik"	826	"826-462-51-75"	"dolnoslaskie"	"42-270"	"Bydgoszcz"	"Rynek Rynek"	137
"MsRo8896"	"Mscislaw"	"Rozlowski"	499	"499-819-56-26"	"mazowieckie"	"44-338"	"Warszawa"	"Al. Wojska Polskiego"	128
"MsWa2685"	"Mscislawa"	"Wanad"	217	"217-942-75-85"	"podkarpackie"	"00-676"	"Gajkow"	"Rynek Rynek"	21
"MyKa249"	"Myslibor"	"Karmel"	111	"111-913-13-95"	"opolskie"	"05-500"	"lodz"	"ul. Arabska"	97
"NaDz17239"	"Nadzieja"	"Dzikot"	874	"874-485-18-36"	"lubelskie"	"89-310"	"Chyki-Debiaki"	"Al. Wyszynskiego Stefana (Ksiedza Kardynala Stefana Wyszynskiego)"	137
"NaGe3769"	"Natalia"	"Ges"	267	"267-444-71-55"	"zachodniopomorskie"	"94-251"	"Warszawa"	"Pl. Targowy"	86
"NaGo11221"	"Nadbor"	"Goede"	604	"604-749-38-54"	"dolnoslaskie"	"90-613"	"Poznan"	"Pl. Grodnicki"	26
"NaMa1502"	"Napoleon"	"Malasek"	167	"167-522-39-83"	"mazowieckie"	"27-640"	"Facimiech"	"Al. Dabska"	100
"NaOz7708"	"Natalis"	"Ozubowski"	445	"445-571-71-53"	"warminsko-mazurskie"	"62-400"	"zegowo"	"ul. 1 Maja"	58
"NaPa14865"	"Namyslaw"	"Parzewicz"	769	"769-526-96-81"	"wielkopolskie"	"13-111"	"Ponetow Gorny"	"Al. Roz"	90
"NaPa17110"	"Nadbor"	"Parcialowicz"	868	"868-955-11-310"	"mazowieckie"	"06-126"	"Zuzowy"	"Schr. Samotnia"	27
"NaRa3890"	"Naum"	"Raclaf"	273	"273-139-11-28"	"slaskie"	"87-801"	"Dabrowa Gornicza"	"Pl. Mazurski"	105
"NaWu1958"	"Nahum"	"Wujcicki"	187	"187-151-32-310"	"slaskie"	"65-224"	"Zaborze"	"Pl. Warynskiego Ludwika"	120
"NeBa12174"	"Nelly"	"Baciok"	647	"647-378-13-75"	"lodzkie"	"41-300"	"Tychy"	"Pl. Targowy"	3
"NeCi10219"	"Nemezjusz"	"Cierpiela"	559	"559-621-69-610"	"mazowieckie"	"11-420"	"Pila"	"ul. 11 Listopada"	105
"NeSa15914"	"Nemezjusz"	"Sadurski"	815	"815-934-81-610"	"kujawsko-pomorskie"	"96-320"	"Stargard Szczecinski"	"Al. swietej Barbary"	3
"NiCh3271"	"Ninogniew"	"Chlopik"	243	"243-699-65-47"	"mazowieckie"	"53-018"	"leczyna"	"ul. Asnyka Adama"	45
"NiDu5068"	"Nina"	"Dudziakiewicz"	326	"326-341-88-56"	"lubelskie"	"62-872"	"Folusz"	"ul. 3 Maja"	123
"NiFo13805"	"Niegomir"	"Folier"	723	"723-857-42-74"	"warminsko-mazurskie"	"14-202"	"Rakcice"	"Park Im. Kasprowicza Jana"	128
"NiKi16284"	"Niemir"	"Kimula"	832	"832-371-59-17"	"wielkopolskie"	"09-140"	"Motkowice"	"Os. Na Skarpie"	69
"NiKo16324"	"Nimfa"	"Koczot"	834	"834-256-59-99"	"mazowieckie"	"81-626"	"Dlugoleka"	"ul. Augustynika Grzegorza (Ksiedza Grzegorza Augustynika)"	30
"NiKr1399"	"Nina"	"Kresin"	163	"163-189-65-55"	"dolnoslaskie"	"14-200"	"Bialystok"	"Al. Pilsudskiego Jozefa"	69
"NiKu13574"	"Nikanor"	"Kukolas"	712	"712-943-34-97"	"wielkopolskie"	"01-447"	"Tychy"	"ul. Armii Ludowej"	150
"NiLa765"	"Nikodem"	"Labzik"	134	"134-556-79-75"	"malopolskie"	"16-427"	"Pila"	"ul. 11 Listopada"	66
"Nile8205"	"Niezamysl"	"lempiewska"	467	"467-571-94-70"	"swietokrzyskie"	"86-182"	"Siemierz"	"Al. Tysiaclecia"	49
"NiSi2797"	"Niegoslawa"	"Silkin"	224	"224-257-68-39"	"wielkopolskie"	"07-120"	"Miedzyborz"	"Os. Armii Krajowej"	23
"NiSm973"	"Niegomir"	"Smigalski"	144	"144-856-76-56"	"zachodniopomorskie"	"93-025"	"Krakow"	"Al. Stanow Zjednoczonych"	30
"NiSz9526"	"Niecislaw"	"Szpankowski"	527	"527-661-93-45"	"dolnoslaskie"	"49-306"	"Glodowo"	"ul. Baczynskiego Krzysztofa Kamila"	61
"NiWe2067"	"Nina"	"Wedolski"	192	"192-245-64-82"	"mazowieckie"	"04-206"	"Warszawa"	"ul. Akacjowa"	125
"NoBa7819"	"Norberta"	"Baldzikowski"	451	"451-285-79-87"	"dolnoslaskie"	"02-968"	"Duninopol"	"Os. Kolorowe"	17
"NoBi2140"	"Noemi"	"Bilinski"	194	"194-747-86-89"	"mazowieckie"	"06-420"	"Czapla"	"ul. 17 Marca"	4
"NoLa16331"	"Nora"	"Labeda"	834	"834-413-92-29"	"slaskie"	"51-167"	"Sloboda"	"Al. Jana Pawla II"	110
"NoMi16750"	"Nonna"	"Miloch"	853	"853-281-79-78"	"dolnoslaskie"	"78-325"	"Kamienica Polska"	"ul. 17 Stycznia"	68
"NoPi11533"	"Nora"	"Pietysz"	618	"618-124-43-86"	"dolnoslaskie"	"38-200"	"Barycz Stara"	"Pl. Koscielny"	59
"NoRa9567"	"Nora"	"Rawdanis"	529	"529-558-51-33"	"zachodniopomorskie"	"41-706"	"lazice"	"Pl. Pokoju"	25
"NoRe18522"	"Norbert"	"Rechlewski"	934	"934-138-14-27"	"lubelskie"	"22-510"	"Ruda slaska"	"ul. Agrestowa"	49
"NoWa3696"	"Norbert"	"Wancisz"	264	"264-361-98-85"	"dolnoslaskie"	"48-300"	"Wroclaw"	"Al. Jana Pawla II"	154
"OdDa10673"	"Odil"	"Danielewski"	581	"581-322-65-49"	"wielkopolskie"	"87-811"	"Debica"	"Pl. 20 Pazdziernika"	134
"OdNi15209"	"Oda"	"Niczyporek"	785	"785-311-53-43"	"slaskie"	"89-240"	"Bartodzieje"	"ul. Asnyka Adama"	76
"OdPa12383"	"Odilla"	"Parnach"	656	"656-589-84-49"	"dolnoslaskie"	"30-428"	"Slupia Wielka"	"ul. 3 Maja"	145
"OdSc18060"	"Odilla"	"Schwauna"	913	"913-259-88-26"	"warminsko-mazurskie"	"38-700"	"Gdynia"	"Os. Wladyslawa lokietka"	127
"OdSz2237"	"Odila"	"Szmondrowski"	198	"198-695-52-40"	"pomorskie"	"59-220"	"Zabrze"	"ul. Bacewicz Grazyny"	28
"OfDu13760"	"Ofelia"	"Dulebowski"	721	"721-931-55-83"	"kujawsko-pomorskie"	"04-878"	"Lublin"	"Al. Ujazdowskie"	38
"OkWa1387"	"Oktawiusz"	"Wabrdalik"	162	"162-857-81-610"	"lubelskie"	"38-543"	"lodz"	"Os. Sloneczne"	20
"OkWi14550"	"Oksana"	"Wintuszka"	756	"756-288-15-35"	"podlaskie"	"84-110"	"Rozaniec"	"ul. Banachiewicza Tadeusza (Profesora Tadeusza Banachiewicza)"	79
"OlDa11423"	"Olimpia"	"Dauldzis"	613	"613-636-93-34"	"slaskie"	"05-660"	"Polomia"	"Al. Jachowicza Stanislawa"	15
"OlHa7700"	"Olech"	"Habna"	445	"445-374-38-96"	"mazowieckie"	"26-110"	"Gradki"	"ul. Akacjowa"	74
"Olla241"	"Olimpia"	"lagoszowiec"	111	"111-556-96-40"	"zachodniopomorskie"	"64-904"	"losiniec"	"ul. Agrestowa"	128
"OlMa1764"	"Olga"	"Maron"	178	"178-473-52-45"	"wielkopolskie"	"28-136"	"luka"	"Al. Walickiego Franciszka"	56
"OlUr11204"	"Olga"	"Urywkow"	604	"604-248-33-19"	"warminsko-mazurskie"	"35-322"	"Krynica-Zdroj"	"ul. Bachusa"	133
"OlWa17151"	"Olech"	"Wasilkowski"	869	"869-965-12-28"	"malopolskie"	"78-200"	"Wolow"	"ul. 11 Listopada"	38
"OlWe4435"	"Olimpia"	"Wegnerska"	296	"296-611-75-36"	"kujawsko-pomorskie"	"40-316"	"Czechowice-Dziedzice"	"Al. Korfantego Wojciecha"	81
"OnSo17564"	"Onufry"	"Sojcher"	888	"888-687-53-29"	"lodzkie"	"16-503"	"lomza"	"Pl. Wyzwolenia"	52
"OrSk5836"	"Orfeusz"	"Skolut"	358	"358-915-87-80"	"lodzkie"	"80-178"	"Bielsko-Biala"	"Al. Grunwaldzka"	126
"OrZa6187"	"Orchidea"	"Zalecialo"	375	"375-278-11-19"	"lodzkie"	"31-466"	"Poznan"	"ul. 22 Lipca"	26
"OsTr9674"	"Oswalda"	"Treger"	534	"534-443-79-65"	"pomorskie"	"51-180"	"Branica"	"Al. Jana Pawla II"	35
"OtBo19081"	"Otniel"	"Boboski"	958	"958-483-25-39"	"pomorskie"	"11-230"	"Podkowa Lesna"	"Os. Pitki"	95
"OtKa1054"	"Otniel"	"Karzyszko"	148	"148-311-45-31"	"podlaskie"	"32-087"	"Bernardow"	"ul. Baczynskiego"	12
"OtKa7328"	"Otylia"	"Kawatyszyn"	426	"426-524-87-90"	"lodzkie"	"06-406"	"Starczewo"	"Al. Jerozolimskie"	95
"OtPr5685"	"Otto"	"Przewdzienk"	353	"353-278-81-25"	"lodzkie"	"74-320"	"Warszawa"	"Al. Komandosow"	115
"OtSk628"	"Otton"	"Skoskiewicz"	127	"127-681-35-94"	"warminsko-mazurskie"	"26-220"	"Wojny-Szuby Szlacheckie"	"Os. 1000-Lecia"	37
"OtZa10728"	"Otton"	"Zamroziewicz"	583	"583-369-23-55"	"podlaskie"	"37-626"	"Paszowice"	"Pl. Wolnosci"	155
"PaBa1898"	"Pakoslaw"	"Batenko"	184	"184-833-29-97"	"slaskie"	"17-132"	"Bydgoszcz"	"Pl. Zbawiciela"	131
"PaBo16383"	"Pantaleon"	"Bogen"	836	"836-166-64-40"	"pomorskie"	"41-219"	"Kuszyna"	"ul. 28 Czerwca 1956 R."	13
"PaCh18157"	"Pakoslaw"	"Charbros"	917	"917-497-46-91"	"dolnoslaskie"	"43-100"	"Pila"	"ul. Astrow"	2
"PaDu1093"	"Pakoszlaw"	"Duda"	149	"149-882-11-28"	"podlaskie"	"08-112"	"Ulkowy"	"ul. 3 Maja"	152
"PaDw10732"	"Paloma"	"Dworzanczyk"	583	"583-611-26-48"	"zachodniopomorskie"	"63-112"	"Gdynia"	"Pl. Grodnicki"	100
"PaGo16421"	"Paloma"	"Godniek"	837	"837-582-71-43"	"slaskie"	"98-200"	"lodz"	"ul. Augustowska"	77
"PaJa7281"	"Paloma"	"Jarazna"	424	"424-537-77-22"	"mazowieckie"	"02-271"	"losie"	"ul. 1 Maja"	83
"PaLe7630"	"Pamela"	"Legianowska"	442	"442-242-31-410"	"lodzkie"	"96-200"	"Krobielewo"	"ul. Bardowskiego Piotra"	141
"PaMa12201"	"Pakoslaw"	"Mamczok"	648	"648-554-71-91"	"podlaskie"	"08-124"	"Nowy Przykop"	"ul. Akademicka"	85
"PaMi10798"	"Paloma"	"Miszkow"	586	"586-135-73-50"	"opolskie"	"59-220"	"Opole"	"Al. Grunwaldzka"	112
"PaMy7800"	"Pawel"	"Mytyk"	449	"449-547-19-62"	"wielkopolskie"	"21-530"	"Lubin"	"Os. Bohaterow Tobruku"	143
"PaPl11377"	"Pawel"	"Plezner"	612	"612-252-73-84"	"mazowieckie"	"31-566"	"Czerwonka"	"ul. Akacjowa"	97
"PaPr13060"	"Paulina"	"Prudel"	687	"687-259-98-41"	"mazowieckie"	"72-200"	"Wilkopedzie"	"Pl. Przyjazni"	147
"PaSa8395"	"Pawel"	"Samala"	476	"476-995-88-96"	"mazowieckie"	"87-133"	"Ligota Wielka"	"ul. 1 Maja"	33
"PaSo17256"	"Pafnucy"	"Soluba"	875	"875-291-93-91"	"malopolskie"	"23-300"	"Gdynia"	"Al. Jana Pawla II"	33
"PeBa4328"	"Pelagiusz"	"Balbirer"	291	"291-834-42-11"	"lodzkie"	"42-160"	"Zabrze"	"ul. Barlickiego Norberta"	78
"PeBi5425"	"Pekoslaw"	"Biwan"	342	"342-721-31-810"	"swietokrzyskie"	"01-496"	"Bialystok"	"ul. 1 Maja"	26
"PeCz16870"	"Perpetua"	"Czubkiewicz"	858	"858-283-15-12"	"podkarpackie"	"41-810"	"Wroclaw"	"ul. Armii Krajowej"	5
"PeDr14496"	"Perpetua"	"Dragonczuk"	754	"754-318-34-45"	"lubelskie"	"43-503"	"Jastrzebia"	"ul. 9 Maja"	24
"Pesl15625"	"Petronia"	"slanina"	802	"802-965-28-310"	"lodzkie"	"87-731"	"Stary Bukowiec"	"ul. Balonowa"	48
"PiCh1936"	"Pius"	"Chlap"	186	"186-538-12-83"	"wielkopolskie"	"51-200"	"Smerek"	"Pl. Koscielny"	134
"PiGl5928"	"Pia"	"Gleaser"	363	"363-368-51-910"	"mazowieckie"	"02-822"	"Poswietne"	"Pl. Sikorskiego Wladyslawa (Generala Wladyslawa Sikorskiego)"	104
"PiSl8479"	"Pia"	"Slodowski"	481	"481-655-27-28"	"wielkopolskie"	"16-404"	"Tymianki-Szklarze"	"Al. zolnierzy I Armii Wojska Polskiego"	152
"PlHo1220"	"Placyd"	"Horka"	155	"155-777-56-110"	"wielkopolskie"	"58-500"	"lodz"	"Al. Goplany"	155
"PlPa7059"	"Placydia"	"Pazdzierny"	414	"414-537-43-16"	"swietokrzyskie"	"99-400"	"Piaskowo"	"Pl. zeromskiego Stefana"	142
"PlWy10669"	"Placydia"	"Wygledala"	581	"581-194-33-76"	"lodzkie"	"39-200"	"Stony"	"Pl. Slowianski"	4
"PoLi9362"	"Porfirion"	"Libucki"	521	"521-296-38-52"	"kujawsko-pomorskie"	"28-210"	"Walbrzych"	"ul. 23 Pazdziernika"	37
"PoSk4216"	"Pompejusz"	"Skrzypon"	286	"286-977-16-27"	"pomorskie"	"99-140"	"Wolka Lesiewska"	"ul. A6"	153
"PrBo19223"	"Przybygniew"	"Bonzi"	965	"965-853-56-32"	"wielkopolskie"	"93-134"	"Warszawa"	"Os. Centrum A"	153
"PrKa5944"	"Pryska"	"Kangier"	364	"364-484-35-56"	"mazowieckie"	"62-850"	"Miedzychod"	"ul. 3 Maja"	150
"PrKo8282"	"Przybygniew"	"Korsztajn"	472	"472-172-67-17"	"mazowieckie"	"34-113"	"Rybnik"	"Al. Glowna"	47
"PrKu9415"	"Probus"	"Kuczdak"	523	"523-848-43-57"	"warminsko-mazurskie"	"52-214"	"Walentynow"	"Pl. Chrobrego Boleslawa"	81
"PrLi9444"	"Prosimir"	"Litoszko"	524	"524-935-25-18"	"warminsko-mazurskie"	"21-450"	"Brzeg"	"ul. Andaluzyjska"	13
"PrMa10535"	"Priam"	"Marczol"	573	"573-925-79-51"	"slaskie"	"58-580"	"Kielce"	"Al. Debowa"	32
"PrMi12356"	"Prakseda"	"Mikuro"	655	"655-295-73-77"	"warminsko-mazurskie"	"18-516"	"Plock"	"Os. Sportowe"	3
"PrMi686"	"Protazy"	"Mincger"	131	"131-252-23-58"	"mazowieckie"	"04-185"	"Zajaczki Bankowe"	"Os. Oswiecenia"	4
"PrMi8458"	"Przemil"	"Michaniec"	479	"479-312-43-47"	"mazowieckie"	"03-157"	"Koszalin"	"Pasaz Karadzica Vuka"	94
"PrNe1640"	"Prosimir"	"Neczera"	174	"174-543-26-12"	"warminsko-mazurskie"	"15-684"	"Krakow"	"Pl. Wyszynskiego Stefana (Kardynala Stefana Wyszynskiego)"	121
"PrOs18407"	"Pryska"	"Oszman"	928	"928-926-34-67"	"mazowieckie"	"30-398"	"Zabrze"	"ul. Artemidy"	110
"PrOs900"	"Przedbor"	"Osiczek"	142	"142-198-18-69"	"lodzkie"	"43-318"	"Tolow"	"Al. Grunwaldzka"	94
"PrPo16837"	"Przybyslaw"	"Poltorzecki"	856	"856-895-63-90"	"malopolskie"	"57-541"	"Wydutki"	"Pl. Zdrojowy"	23
"PrPy18134"	"Przybyslawa"	"Pytylak"	916	"916-645-23-95"	"warminsko-mazurskie"	"90-740"	"Przemysl"	"Rynek Rynek"	125
"PrRi19276"	"Przybyrad"	"Rissmann"	967	"967-665-96-14"	"lubelskie"	"15-549"	"Warszawa"	"Pl. Wolnosci"	106
"PrSl12952"	"Pryscylla"	"Slowiow"	682	"682-922-53-81"	"wielkopolskie"	"32-305"	"lodz"	"ul. 26 Marca"	132
"PrSp18193"	"Pryscylla"	"Spawlawska"	918	"918-986-33-60"	"mazowieckie"	"59-630"	"Bydgoszcz"	"ul. Aluminiowa"	148
"PrSt3721"	"Przybyslawa"	"Stahnke"	265	"265-265-61-76"	"podlaskie"	"51-501"	"Poznan"	"ul. Admiralska"	123
"PrSz2680"	"Przybyslawa"	"Szendiuch"	217	"217-824-65-45"	"malopolskie"	"42-100"	"Katarzynin"	"ul. Atlantydy"	143
"PrTa684"	"Przedbor"	"Tallat"	131	"131-223-24-42"	"lodzkie"	"26-605"	"Ostrow Mazowiecka"	"ul. Anilinowa"	21
"PuBe12394"	"Pulcheria"	"Benkies"	656	"656-914-31-65"	"zachodniopomorskie"	"76-150"	"Bydgoszcz"	"Pl. Majdanek"	97
"PuBo19939"	"Pudecjanna"	"Boldyga"	997	"997-164-43-68"	"pomorskie"	"15-664"	"Chwaliszew"	"Pl. Bohaterow Getta"	42
"PuKo839"	"Pudens"	"Koldus"	137	"137-771-16-13"	"zachodniopomorskie"	"14-420"	"Mielno"	"Al. Wojska Polskiego"	95
"PuMu7323"	"Pulcheria"	"Mudkiewicz"	426	"426-394-92-12"	"warminsko-mazurskie"	"66-443"	"Chorzow"	"ul. Armii Krajowej"	135
"PuSi19760"	"Pudens"	"Siebyla"	989	"989-673-54-41"	"wielkopolskie"	"43-230"	"lodz"	"Os. Opolskiego Wladyslawa (Ksiecia Wladyslawa Opolskiego)"	11
"RaAw17700"	"Radzislaw"	"Awdijczuk"	895	"895-394-25-20"	"mazowieckie"	"62-541"	"Otwock"	"Skw. Solidarnosci Walczacej"	33
"RaBa9861"	"Radzimir"	"Barycki"	542	"542-853-43-19"	"mazowieckie"	"42-207"	"Bielsko-Biala"	"ul. Afrodyty"	103
"RaDe342"	"Radoslaw"	"Denig"	115	"115-751-35-110"	"lodzkie"	"40-693"	"Sosnowiec"	"Al. Wojska Polskiego"	116
"RaDy12426"	"Radzimir"	"Dylion"	658	"658-212-53-97"	"dolnoslaskie"	"56-200"	"Rzeczyca Okragla"	"Pl. Borna Maxa"	97
"RaFe12187"	"Radziwoj"	"Feliksiak"	647	"647-794-39-66"	"dolnoslaskie"	"32-086"	"Glinno"	"ul. Agrestowa"	9
"RaGa1057"	"Radomir"	"Garuszewska"	148	"148-519-59-610"	"slaskie"	"90-209"	"Nowa Grobla"	"Pl. Mickiewicza Adama"	30
"RaGr2792"	"Racimir"	"Grundzik"	223	"223-885-82-610"	"lodzkie"	"21-560"	"Gdansk"	"Al. Jarzebinowa"	28
"RaGr280"	"Rainer"	"Greczulewicz"	113	"113-551-91-910"	"slaskie"	"88-140"	"Rzeszow"	"Skw. Kosciuszki Tadeusza"	54
"RaKo133"	"Rafal"	"Konstancjak"	106	"106-528-54-60"	"mazowieckie"	"44-300"	"Warszawa"	"Pl. Aliantow"	94
"RaKo4753"	"Raissa"	"Kozlec"	311	"311-963-51-51"	"slaskie"	"02-124"	"Tarczyn"	"Al. Pracy"	55
"RaKo8977"	"Radomila"	"Kolacuch"	503	"503-847-47-56"	"kujawsko-pomorskie"	"80-180"	"Szczecin"	"Al. Jerozolimskie"	14
"RaKu7196"	"Racibor"	"Kuczabo"	421	"421-283-31-61"	"kujawsko-pomorskie"	"05-402"	"Bachorzec"	"Os. Zlota Podkowa"	28
"RaKu7826"	"Radowid"	"Kurczoba"	451	"451-521-12-57"	"malopolskie"	"26-065"	"Szczecin"	"ul. Antenowa"	132
"RaMa19967"	"Radziwoj"	"Machuderski"	998	"998-496-99-83"	"slaskie"	"82-450"	"Bagienice"	"ul. Armii Czerwonej"	130
"RaMa5462"	"Rajmunda"	"Matczynski"	344	"344-181-32-60"	"podlaskie"	"42-421"	"lodz"	"Pl. 1 Maja"	114
"RaMi13818"	"Racibor"	"Mistarz"	724	"724-346-97-95"	"dolnoslaskie"	"96-513"	"Nysa"	"Pl. 1000 Lecia"	126
"RaMo16574"	"Radomila"	"Morecki"	844	"844-988-98-42"	"slaskie"	"04-862"	"Jerzykowice Male"	"Al. zwirki Franciszka"	153
"RaMo7709"	"Raissa"	"Mostienczuk"	445	"445-577-28-15"	"opolskie"	"26-807"	"Czaplinek"	"ul. Akacjowa"	78
"RaPe13644"	"Radzislawa"	"Perlow"	715	"715-847-84-10"	"mazowieckie"	"40-601"	"Dabrowa"	"ul. Bakalarska"	123
"RaRa16409"	"Radomila"	"Rawluk"	837	"837-186-27-910"	"lubelskie"	"27-400"	"Poznan"	"Pl. Matejki Jana"	12
"RaSz16528"	"Ramona"	"Szuderowicz"	843	"843-181-81-23"	"lodzkie"	"70-106"	"Milkow"	"ul. Anczyca Wladyslawa Ludwika"	70
"RaSz8793"	"Radzislawa"	"Szycitowski"	495	"495-851-49-56"	"zachodniopomorskie"	"26-704"	"Ruda slaska"	"ul. Armii Krajowej"	88
